Hauptwohnsitzbevoelkerung nach Wohnungen in den 250 Zaehlbezirken in Wien - Registerzaehlung 2011 | Population with main resisidence by housing in 250 sub-districts in Vienna - Census 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;WHG_WSA_TOTAL;WHG_POP_TOTAL;HAR_1;HAR_2;WHG_NOC_0;WHG_NOC_1;WHG_NOC_2;WHG_NOC_3;WHG_NOC_4;WHG_RECHTSVERH_0;WHG_RECHTSVERH_1;WHG_RECHTSVERH_2;WHG_RECHTSVERH_3;WHG_RECHTSVERH_4;WHG_NOR_0;WHG_NOR_1;WHG_NOR_2;WHG_NOR_3;WHG_NOR_4;WHG_NTZFL_0;WHG_NTZFL_1;WHG_NTZFL_2;WHG_NTZFL_3;WHG_NTZFL_4;WHG_NTZFL_5;WHG_DRM_0;WHG_DRM_1;WHG_DRM_2;WHG_DRM_3;WHG_DRM_4;WHG_DRM_5;WHG_DRM_6;WHG_DRM_7;WHG_DRM_8;WHG_DFS_0;WHG_DFS_1;WHG_DFS_2;WHG_DFS_3;WHG_DFS_4;WHG_DFS_5;WHG_DFS_6;WHG_DFS_7;WHG_DFS_8;WHG_AUSST_0;WHG_AUSST_1;WHG_AUSST_2;WHG_AUSST_3;WHG_AUSST_4;OBJ_BAUP_1;OBJ_BAUP_2;OBJ_BAUP_3;OBJ_BAUP_4;OBJ_BAUP_5;OBJ_BAUP_6;OBJ_BAUP_7;OBJ_BAUP_8;OBJ_BAUP_9;DEM_GESCHL_1;DEM_GESCHL_2;DEM_GEBSTAAT_1;DEM_GEBSTAAT_2;DEM_GEBSTAAT_3;DEM_GEBSTAAT_4;DEM_GEBSTAAT_5;DEM_GEBSTAAT_6;DEM_FAMST_1;DEM_FAMST_2;DEM_FAMST_3;DEM_FAMST_4;EDU_HAB_NAT_1;EDU_HAB_NAT_2;EDU_HAB_NAT_3;EDU_HAB_NAT_0;ERW_STATUS_1;ERW_STATUS_2;ERW_STATUS_3;ERW_STATUS_4;ERW_STATUS_5;ERW_STATUS_6;AST_OENACE_1;AST_OENACE_2;AST_OENACE_3;AST_OENACE_4;AST_OENACE_5;HST_1;HST_2;HST_3;HST_4;HST_5;REFDAT
AT1;AT13;AT130;92100;92124;1717;3627;3610;17;3;677;1182;1544;221;125;511;470;2403;118;125;103;240;2928;231;125;151;407;1802;958;184;125;26;376;680;476;635;635;109;565;125;7;156;332;921;805;735;329;217;125;3436;17;11;38;131;124;99;66;734;1058;296;232;887;1662;1965;2828;100;278;151;71;199;1469;1515;277;366;717;1995;406;509;1794;117;509;789;137;281;0;296;1586;28;1717;2717;800;107;3;0;20111031
AT1;AT13;AT130;92100;92125;1992;4552;4546;6;2;689;1192;2384;285;35;563;649;3207;98;35;67;360;3697;393;35;119;358;2122;1646;272;35;27;539;987;845;728;735;144;512;35;4;185;490;1386;964;945;326;217;35;4415;61;26;15;55;365;116;50;23;40;2379;505;1019;2128;2424;3515;115;321;182;74;345;2256;1680;130;486;820;2227;643;862;2488;162;862;452;237;351;13;343;2262;26;1908;3661;857;29;2;3;20111031
AT1;AT13;AT130;92100;92126;3515;6964;6941;23;17;1641;2120;2789;397;241;123;555;5864;181;241;279;739;5122;583;241;759;1748;2982;1140;94;241;130;720;1237;777;1071;1244;228;1316;241;121;459;768;2030;1253;1412;458;222;241;6386;76;229;32;294;1920;200;679;509;814;1187;1069;292;3204;3760;5377;177;416;384;183;427;3194;2435;391;944;1493;3633;864;974;3315;336;974;1419;336;584;3;431;3161;51;3318;4824;1904;218;17;1;20111031
AT1;AT13;AT130;92100;92127;645;1478;1472;6;0;224;430;711;113;16;1124;89;163;86;16;21;38;978;425;16;31;78;329;563;461;16;26;118;213;133;301;256;114;301;16;6;80;85;229;320;368;166;208;16;1381;51;10;20;29;212;237;174;164;148;163;181;170;738;740;1172;76;82;32;6;110;522;708;132;116;274;780;236;188;617;31;188;408;80;154;1;98;542;6;831;1161;306;9;0;2;20111031
AT1;AT13;AT130;92100;92128;138;286;286;0;0;65;80;99;42;0;15;2;266;3;0;30;89;154;13;0;115;73;78;20;0;0;32;83;52;13;38;26;0;42;0;38;57;47;56;32;37;16;3;0;219;10;2;55;132;130;0;0;0;23;0;0;1;157;129;142;9;15;80;23;17;131;108;13;34;108;113;13;52;132;17;52;39;9;37;0;33;115;1;137;198;88;0;0;0;20111031
AT1;AT13;AT130;92100;92129;82;188;188;0;0;18;68;102;0;0;168;2;15;3;0;59;13;103;13;0;68;6;97;12;5;0;20;68;30;12;27;16;6;9;0;8;18;40;59;30;26;1;6;0;166;0;12;10;0;1;12;10;5;0;0;80;80;96;92;181;1;2;0;0;4;58;110;4;16;34;119;10;25;116;3;25;32;5;7;0;18;101;0;69;168;20;0;0;0;20111031
AT1;AT13;AT130;92100;92130;5;13;7;6;0;5;2;6;0;6;5;0;0;2;6;0;0;6;1;6;0;0;5;2;0;6;0;0;0;3;0;0;0;4;6;0;0;0;3;0;0;2;2;6;7;0;0;0;6;0;0;3;1;0;0;0;3;9;4;5;0;5;0;0;3;4;7;1;1;4;7;1;1;8;2;1;1;0;1;0;6;4;0;3;5;8;0;0;0;20111031
AT1;AT13;AT130;92200;92201;850;2015;2012;3;3;246;560;1090;116;3;1136;257;529;90;3;23;68;1445;476;3;23;205;355;1061;368;3;25;197;264;287;387;358;171;323;3;28;111;96;433;393;566;226;159;3;1914;80;4;14;89;217;84;130;101;239;543;283;329;1025;990;1642;47;121;39;38;128;780;1000;90;145;335;1089;267;324;1048;55;324;355;94;139;6;159;923;14;913;1705;307;0;3;0;20111031
AT1;AT13;AT130;92200;92202;1613;4479;4468;11;3;332;882;2867;395;103;2677;143;1494;62;103;14;94;3067;1201;103;59;218;1370;2133;596;103;31;559;809;730;889;621;243;494;103;10;183;415;1327;1082;908;249;202;103;4281;89;4;2;101;62;109;55;108;302;585;730;2427;2228;2251;3607;89;203;180;52;348;2117;1919;134;309;697;2275;476;1031;2433;100;1031;418;218;279;19;348;2125;39;1948;3926;462;87;3;1;20111031
AT1;AT13;AT130;92200;92203;598;1380;1375;5;0;175;466;678;61;35;1130;62;79;74;35;44;61;921;319;35;48;115;316;585;281;35;34;112;147;200;218;238;133;263;35;14;69;80;233;288;330;159;172;35;1271;64;7;3;10;79;131;152;195;193;288;232;100;672;708;1138;27;75;67;9;64;467;700;91;122;254;846;95;185;622;36;185;385;55;97;17;86;545;10;722;1140;212;28;0;0;20111031
AT1;AT13;AT130;92200;92204;1676;3916;3907;9;1;511;1112;2088;204;32;2242;76;1453;113;32;85;175;2830;794;32;110;172;1446;1577;579;32;57;402;584;583;681;646;315;616;32;29;122;251;1025;858;910;382;307;32;3770;98;6;10;7;163;151;230;326;447;1581;528;483;1954;1962;3356;79;205;100;43;133;1561;1816;194;345;664;2338;283;631;2025;88;631;782;173;217;29;343;1714;23;1807;3229;663;23;1;0;20111031
AT1;AT13;AT130;92200;92205;2188;5058;5057;1;1;663;1426;2738;230;1;1922;555;2453;127;1;73;254;3939;791;1;164;236;1999;2236;422;1;24;441;869;962;917;840;321;683;1;36;88;354;1504;1263;1101;430;281;1;4991;62;2;2;12;275;28;91;175;245;3178;523;531;2493;2565;4314;108;276;90;35;235;2003;2398;171;486;748;2952;578;780;2756;109;780;827;272;314;15;404;2399;43;2197;4268;787;0;1;2;20111031
AT1;AT13;AT130;92200;92206;4607;11321;11293;28;28;1336;2934;6004;1019;38;1862;125;9081;215;38;184;409;9455;1235;38;268;530;6031;4036;418;38;118;1873;2058;1830;1614;1785;750;1255;38;52;629;1679;3353;2147;2165;670;588;38;11169;100;8;6;44;503;769;201;5175;2580;720;951;378;5394;5927;9082;166;490;471;332;780;4835;4764;578;1144;2882;5650;605;2184;4926;594;2184;2267;438;912;6;822;4589;85;5819;9533;1747;10;28;3;20111031
AT1;AT13;AT130;92200;92207;2006;4693;4682;11;2;591;1368;2497;235;21;1745;470;2274;183;21;45;127;3366;1134;21;42;260;1617;2120;633;21;80;318;729;789;778;798;337;843;21;30;183;273;1155;1033;1055;606;337;21;4511;142;6;13;13;330;172;319;583;281;2028;278;689;2245;2448;3887;112;263;142;18;271;1925;2100;227;441;796;2692;514;691;2337;122;691;916;292;335;5;357;2053;43;2235;3911;769;10;2;1;20111031
AT1;AT13;AT130;92200;92208;6614;15753;15723;30;16;2186;4056;8212;1283;30;1016;957;13402;348;30;358;949;13450;966;30;501;1380;9382;4132;328;30;250;3080;3484;2211;1865;2547;541;1745;30;125;1053;2636;5131;2275;2970;841;692;30;15613;52;9;49;151;159;255;790;8019;3419;479;278;2203;7577;8176;11121;238;1033;1131;498;1732;6851;6599;644;1659;4177;7461;1111;3004;7249;744;3004;2525;697;1534;10;1118;6719;127;7779;12917;2817;0;16;3;20111031
AT1;AT13;AT130;92200;92209;6066;13434;13409;25;25;2312;3802;6322;973;171;1030;836;11026;371;171;290;921;11185;867;171;461;1746;8259;2347;450;171;105;2289;2730;1802;1628;2265;508;1936;171;46;988;2138;3861;2278;2287;1191;474;171;13127;56;13;67;226;124;387;3554;4421;1930;1736;326;730;6317;7117;10037;303;713;763;447;1171;5782;5386;752;1514;3175;6687;1162;2410;5773;596;2410;2847;547;1261;9;930;5309;89;7097;10445;2816;145;25;3;20111031
AT1;AT13;AT130;92200;92210;3127;6494;6478;16;5;1405;1716;2974;394;173;497;337;5122;365;173;146;504;4504;1167;173;314;850;3236;1595;326;173;73;644;1131;777;915;1226;203;1352;173;30;276;675;1709;1348;1366;597;320;173;6293;24;1;3;24;99;493;488;767;233;1309;2083;998;3048;3446;4720;205;414;267;126;762;3050;2506;351;587;1164;3281;963;1086;3109;242;1086;1077;396;584;6;422;2868;51;3147;4685;1647;157;5;0;20111031
AT1;AT13;AT130;92200;92211;5862;10818;10795;23;18;2883;3614;3963;340;57;337;1467;8471;486;57;655;1467;8080;559;57;1675;2727;4830;1298;231;57;263;1335;2067;1044;1480;2114;363;2095;57;277;801;1314;2733;2116;2250;869;401;57;10044;144;169;404;1242;2097;1308;1335;1447;723;1815;540;311;5155;5663;8010;256;808;652;203;889;4377;4258;798;1385;2392;5750;1364;1312;4617;483;1312;2840;441;1125;5;652;4359;73;5729;7324;3442;34;18;0;20111031
AT1;AT13;AT130;92200;92212;1360;3325;3312;13;1;437;842;1654;391;13;853;96;2255;108;13;74;141;2667;430;13;117;202;1312;1407;274;13;30;669;632;431;406;550;164;430;13;19;179;586;877;507;711;195;238;13;3181;60;7;64;310;214;114;98;1622;85;562;100;220;1601;1724;2367;79;166;184;159;370;1350;1500;186;289;805;1607;319;594;1419;130;594;685;176;321;0;214;1315;17;1779;2774;548;0;1;2;20111031
AT1;AT13;AT130;92200;92213;3333;6507;6486;21;21;1516;2116;2572;282;21;43;791;5424;228;21;204;706;5376;200;21;680;1190;3612;958;46;21;94;908;1351;670;1037;1182;150;1094;21;95;436;916;1736;1352;1169;559;223;21;6226;31;94;135;469;726;72;2763;1074;377;248;72;706;3048;3459;4995;127;363;362;155;505;2715;2459;460;873;1483;3487;573;964;2767;332;964;1664;215;565;4;415;2627;46;3415;4651;1830;0;21;5;20111031
AT1;AT13;AT130;92200;92214;2374;5020;5009;11;10;847;1740;2201;222;24;154;131;4649;62;24;55;280;4267;394;24;105;812;2867;1062;150;24;47;494;828;728;725;941;397;836;24;51;314;597;1358;1129;880;481;186;24;4849;104;43;0;11;2445;682;700;52;305;12;32;781;2366;2654;4422;105;197;109;49;138;2009;2027;419;565;961;2924;433;702;2351;192;702;1234;203;338;6;348;2151;30;2485;3947;1053;10;10;0;20111031
AT1;AT13;AT130;92200;92215;4177;8519;8507;12;7;1728;2864;3478;442;12;502;120;7614;271;12;325;509;7265;408;12;534;1262;5649;778;284;12;144;1428;1550;905;1128;1658;207;1487;12;128;589;1204;2177;1780;1355;1033;241;12;8288;77;50;92;213;560;480;5490;619;310;603;44;200;3914;4605;6601;168;466;447;352;485;3271;3444;774;1030;2138;4485;574;1322;3196;394;1322;2573;305;729;4;503;3014;58;4940;6368;2140;0;7;4;20111031
AT1;AT13;AT130;92200;92216;544;1156;1154;2;2;189;468;404;93;43;103;9;955;46;43;1;48;1021;43;43;11;297;658;120;27;43;5;158;158;126;213;256;12;185;43;6;83;145;336;204;221;80;38;43;1072;35;0;6;22;22;53;544;277;10;61;78;89;562;594;938;22;52;75;26;43;370;570;87;129;320;645;43;148;489;39;148;369;28;83;3;118;404;3;628;876;237;41;2;0;20111031
AT1;AT13;AT130;92200;92217;793;1746;1733;13;2;258;586;838;62;13;1218;114;349;52;13;121;124;1267;221;13;168;138;557;685;185;13;58;224;367;207;236;271;110;260;13;51;117;72;410;415;390;134;144;13;1607;96;17;13;17;295;289;113;90;69;110;147;616;852;894;1515;39;72;35;15;70;657;827;103;159;216;947;297;286;855;44;286;390;63;108;1;125;762;11;847;1437;307;0;2;0;20111031
AT1;AT13;AT130;92200;92218;2787;5602;5593;9;8;1178;1800;2411;205;17;99;239;5156;91;17;191;506;4726;162;17;280;1178;2908;1175;44;17;72;750;1136;707;852;997;226;845;17;55;318;741;1609;1017;1171;456;218;17;5527;46;4;8;11;22;131;2068;34;1242;607;359;1128;2633;2969;4605;106;282;220;93;296;2565;2049;314;674;1168;2956;606;872;2894;201;872;1014;206;415;2;407;2640;45;2508;4183;1403;8;8;0;20111031
AT1;AT13;AT130;92200;92219;2837;5507;5488;19;4;1327;1678;2197;301;19;186;801;4172;329;19;318;717;4233;220;19;685;1367;2574;706;156;19;106;902;1125;595;796;906;161;897;19;137;540;721;1436;1067;948;437;202;19;4929;96;37;426;1320;439;487;1844;285;266;222;17;627;2713;2794;3960;118;361;564;168;336;2400;2031;343;733;1546;2743;406;812;2503;262;812;1193;186;551;3;444;2274;37;2749;3861;1642;0;4;0;20111031
AT1;AT13;AT130;92200;92220;1193;2944;2937;7;4;377;774;1395;394;25;179;104;2550;86;25;78;102;2218;521;25;97;146;1647;886;143;25;77;536;608;352;391;379;156;420;25;60;226;599;653;576;402;262;141;25;2882;8;12;17;210;67;27;1861;22;439;47;127;144;1456;1488;2165;86;154;152;109;278;1260;1240;173;271;756;1421;231;536;1205;145;536;591;135;332;8;187;1136;12;1601;2396;526;18;4;0;20111031
AT1;AT13;AT130;92200;92221;896;1936;1930;6;0;349;562;936;89;6;936;103;797;94;6;28;204;1304;394;6;23;99;668;767;373;6;10;221;384;236;338;338;103;300;6;0;35;87;498;411;477;231;191;6;1885;33;11;1;3;164;163;222;121;106;106;70;981;909;1027;1571;56;116;73;18;102;917;766;102;151;313;1027;257;339;951;49;339;356;93;148;3;134;848;14;937;1506;429;0;0;1;20111031
AT1;AT13;AT130;92200;92222;2491;6227;6216;11;5;842;1422;3217;741;489;113;13;5473;139;489;249;364;4693;432;489;232;404;2928;2041;133;489;122;753;1225;1083;751;936;271;597;489;53;222;734;1853;1338;974;383;181;489;5681;52;5;0;24;699;708;19;66;14;4080;191;426;2804;3423;4879;118;598;188;40;404;2721;2240;528;738;1340;3385;495;1007;3098;198;1007;1136;354;434;6;413;2837;34;2937;4692;1044;478;5;8;20111031
AT1;AT13;AT130;92200;92223;1938;4460;4436;24;6;684;1138;2299;333;28;1021;417;2822;172;28;100;348;3295;689;28;218;443;1611;1744;416;28;46;585;830;700;743;675;233;620;28;67;228;381;1316;934;898;367;241;28;4299;51;16;66;410;154;400;156;85;516;1754;516;469;2181;2279;3513;109;221;190;36;391;2069;1814;176;401;825;2285;540;810;2200;173;810;596;250;431;12;315;2000;41;2092;3570;877;4;6;3;20111031
AT1;AT13;AT130;92200;92224;2543;5768;5765;3;3;878;1560;3021;306;53;909;433;4291;82;53;47;427;4672;569;53;59;319;2471;2599;267;53;41;631;1063;1069;798;984;318;811;53;17;157;453;1741;1218;1276;526;327;53;5634;53;16;12;10;352;88;62;409;687;2987;54;1119;2795;2973;4749;127;403;156;26;307;2627;2302;204;635;961;3075;724;1008;2983;169;1008;908;294;406;16;412;2679;44;2617;4671;1043;50;3;1;20111031
AT1;AT13;AT130;92200;92225;791;1894;1894;0;0;203;558;1090;43;0;1117;64;641;72;0;11;45;1349;489;0;27;167;476;822;402;0;9;187;290;263;359;320;135;331;0;5;83;153;412;398;493;208;142;0;1835;50;5;4;11;178;99;121;243;167;381;179;515;904;990;1654;48;87;39;3;63;709;935;115;135;269;1008;278;339;865;33;339;456;75;126;1;99;788;10;996;1631;263;0;0;0;20111031
AT1;AT13;AT130;92200;92226;1563;3789;3781;8;1;425;1074;2094;195;10;2704;268;583;224;10;81;109;2526;1063;10;108;162;749;2013;747;10;93;272;508;598;719;574;352;663;10;50;125;214;740;982;875;475;318;10;3531;209;7;32;10;230;474;315;300;279;1175;454;552;1876;1913;3228;130;174;83;5;169;1449;1785;257;298;707;2016;509;557;1726;73;557;885;237;311;20;281;1477;18;1993;3187;597;0;1;4;20111031
AT1;AT13;AT130;92200;92227;2560;6341;6323;18;4;654;1612;3826;245;20;2939;357;2835;190;20;152;216;4586;1367;20;174;302;1437;3428;980;20;111;496;978;1206;1229;1005;522;774;20;59;167;355;1670;1555;1614;538;363;20;6207;109;2;3;63;238;242;331;467;765;2331;1029;875;3095;3246;5385;175;286;149;30;316;2658;2865;250;568;1055;3362;768;1156;3191;133;1156;1055;363;443;10;466;2802;44;3019;5487;847;2;4;1;20111031
AT1;AT13;AT130;92200;92228;1539;3599;3583;16;1;509;912;1942;235;33;1328;443;1690;105;33;59;230;2660;617;33;116;268;1153;1523;506;33;60;320;616;578;698;543;271;480;33;39;91;273;931;888;801;324;219;33;3518;37;5;6;63;236;230;168;164;260;923;598;957;1754;1845;2964;89;175;130;37;204;1608;1494;142;355;587;1854;418;740;1865;81;740;500;149;264;11;287;1620;26;1655;2946;633;17;1;2;20111031
AT1;AT13;AT130;92200;92229;1430;3413;3405;8;1;398;1024;1765;225;8;2225;156;860;164;8;38;75;2289;1003;8;33;84;817;1638;833;8;50;268;429;492;622;538;375;631;8;25;101;181;670;769;876;489;294;8;3278;92;19;16;48;325;211;360;399;464;1018;348;240;1636;1777;2732;75;176;136;61;233;1211;1728;191;283;662;1918;337;496;1637;72;496;769;162;277;7;260;1425;17;1704;2862;548;0;1;2;20111031
AT1;AT13;AT130;92200;92230;7;15;13;2;0;3;6;6;0;2;5;0;7;1;2;0;0;10;3;2;0;4;1;6;2;2;0;0;3;0;0;3;4;3;2;0;0;3;0;3;3;2;2;2;13;0;0;0;2;0;1;0;0;0;0;9;3;10;5;11;0;0;2;0;2;7;7;0;1;4;8;1;2;11;0;2;0;0;2;8;0;3;0;4;9;6;0;0;0;20111031
AT1;AT13;AT130;92200;92231;38;84;84;0;0;13;30;35;6;0;58;11;4;11;0;6;3;75;0;0;9;12;48;13;2;0;0;27;8;14;12;13;0;10;0;0;8;10;35;7;13;6;5;0;84;0;0;0;1;15;2;11;14;16;3;5;17;42;42;72;4;3;4;0;1;23;48;6;7;20;51;0;13;37;3;13;24;1;6;0;2;38;0;44;70;14;0;0;0;20111031
AT1;AT13;AT130;92200;92232;2053;4206;4202;4;2;936;1030;1996;242;4;52;1376;2707;67;4;125;478;3440;159;4;101;499;2536;1012;54;4;70;559;866;780;584;640;96;607;4;25;158;397;1419;759;838;380;226;4;4189;7;4;2;8;120;2;342;8;6;3500;203;17;2078;2128;2522;117;419;339;59;750;2033;1684;99;390;610;1817;1078;701;2313;146;701;319;201;526;3;258;2166;30;1749;3018;1183;0;2;3;20111031
AT1;AT13;AT130;92300;92301;1135;2403;2393;10;2;460;666;1192;83;13;360;584;1303;143;13;93;210;1883;204;13;179;421;1052;604;134;13;46;291;525;377;309;406;77;359;13;41;150;257;746;443;427;211;115;13;2297;52;2;39;347;50;327;522;74;404;143;183;353;1169;1234;1806;66;187;183;31;130;1037;970;136;260;504;1278;264;357;1204;105;357;434;102;201;5;188;1101;14;1095;1809;588;3;2;1;20111031
AT1;AT13;AT130;92300;92302;2116;4604;4567;37;3;835;1310;2133;323;45;814;902;2551;292;45;164;454;3520;421;45;320;547;2160;1181;351;45;112;720;830;670;579;758;212;678;45;92;320;507;1225;944;779;434;258;45;4282;81;14;182;477;281;762;380;602;590;513;459;540;2266;2338;3409;92;312;480;82;229;1951;1962;235;456;1001;2384;472;747;2316;187;747;854;172;328;1;405;2057;37;2104;3559;1031;8;3;3;20111031
AT1;AT13;AT130;92300;92303;1710;3503;3497;6;4;673;1234;1387;205;31;1886;112;1234;240;31;115;255;2346;756;31;190;509;919;1213;641;31;40;320;438;384;621;580;304;785;31;45;168;232;687;672;923;426;319;31;3338;92;25;17;17;337;934;914;350;314;331;198;108;1665;1838;2980;93;151;107;33;139;1179;1671;316;337;637;2054;415;397;1431;132;397;1174;153;216;5;199;1328;28;1943;2664;810;25;4;0;20111031
AT1;AT13;AT130;92300;92304;3463;7611;7599;12;9;1396;1998;3678;530;193;361;306;6601;150;193;211;488;5965;754;193;366;1545;4054;1306;147;193;92;1083;1525;979;1137;1169;215;1218;193;84;554;1093;2515;1363;1094;545;170;193;7361;35;9;13;333;76;146;2749;149;53;2133;1682;290;3552;4059;5782;118;445;626;243;397;3442;2826;520;823;1754;3772;673;1412;3564;377;1412;1445;286;527;20;627;3222;61;3681;5757;1664;181;9;0;20111031
AT1;AT13;AT130;92300;92305;3919;8911;8887;24;11;1390;2536;4257;717;24;1393;586;6600;308;24;134;500;7253;1000;24;227;825;4778;2568;489;24;164;1322;1712;1253;1089;1538;413;1396;24;58;578;1297;2416;1708;1539;848;443;24;8647;159;9;72;288;140;412;1476;3627;916;880;954;218;4233;4678;6905;178;494;559;312;463;3700;3857;475;879;1994;4471;827;1619;3990;402;1619;1840;384;676;9;642;3664;69;4527;7218;1682;0;11;0;20111031
AT1;AT13;AT130;92300;92306;447;899;892;7;1;204;280;349;65;7;260;42;505;85;7;48;93;608;143;7;102;160;338;175;117;7;32;98;170;80;139;173;34;166;7;30;43;90;219;211;178;86;35;7;814;39;22;17;139;66;148;170;42;41;203;55;35;430;469;739;25;44;70;4;17;394;353;59;93;176;528;73;122;430;36;122;210;39;62;1;79;379;7;433;651;247;0;1;0;20111031
AT1;AT13;AT130;92300;92307;4031;8716;8673;43;10;1703;2342;3929;732;261;668;1177;6333;277;261;359;817;6708;571;261;746;1456;4016;1893;344;261;149;1374;1837;1036;1202;1285;279;1293;261;124;738;1129;2442;1603;1397;659;363;261;8022;146;33;254;1361;366;903;1224;768;961;1834;664;635;4150;4566;6724;187;491;679;283;352;3826;3362;560;968;2030;4363;812;1511;4165;436;1511;1671;319;614;10;676;3856;47;4127;6433;2053;218;10;2;20111031
AT1;AT13;AT130;92300;92308;1747;4182;4170;12;3;676;1050;1859;594;396;1012;504;2152;118;396;95;208;3037;446;396;131;669;1535;1088;363;396;40;494;693;571;600;548;178;662;396;27;314;366;1076;739;662;393;209;396;3685;66;8;27;116;323;157;1344;232;478;499;717;316;1891;2291;3427;109;228;166;88;164;1594;1638;551;399;920;2045;554;663;1746;154;663;1222;148;249;3;256;1602;33;2288;2981;813;384;3;1;20111031
AT1;AT13;AT130;92300;92309;3098;6832;6821;11;7;1206;2132;2794;693;403;1897;792;3418;322;403;225;424;4625;1155;403;360;986;2625;1583;875;403;72;757;1036;692;1045;1129;444;1254;403;92;373;635;1515;1252;1395;732;435;403;6251;126;43;9;146;325;852;2227;1562;971;400;149;200;3138;3694;5575;243;393;291;98;232;2519;2968;682;663;1370;3578;1067;817;2802;249;817;2195;279;490;3;376;2616;50;3787;4983;1450;392;7;0;20111031
AT1;AT13;AT130;92300;92310;2473;5123;5119;4;3;947;1826;2072;275;30;429;531;3952;181;30;105;306;4160;522;30;189;809;2820;936;339;30;45;614;855;552;878;991;272;886;30;10;280;659;1306;1047;1080;485;226;30;5033;26;0;34;210;126;125;1929;1896;715;87;26;9;2368;2755;4174;123;243;295;107;181;1909;2270;380;564;1170;2668;550;735;2026;254;735;1499;196;413;7;283;1942;34;2857;3951;1143;26;3;0;20111031
AT1;AT13;AT130;92300;92311;3685;7432;7425;7;4;1605;2374;3011;438;217;328;1607;4951;329;217;261;699;5765;490;217;465;1185;3441;1758;366;217;66;822;1305;941;1160;1423;281;1217;217;64;344;620;1996;1586;1607;629;369;217;6971;78;27;139;569;189;747;1002;1437;850;1007;243;1388;3496;3936;5794;269;430;387;230;322;3249;2891;476;816;1399;3825;1188;1020;3528;261;1020;1648;417;558;5;461;3259;57;3650;5288;1929;210;4;1;20111031
AT1;AT13;AT130;92300;92312;2492;5497;5478;19;12;1017;1458;2484;526;132;893;918;3274;280;132;152;349;3969;895;132;401;632;2144;1507;681;132;67;712;870;765;781;858;309;1003;132;50;350;740;1264;1070;996;535;360;132;5186;90;48;41;455;164;1402;599;703;1462;559;70;83;2619;2878;4473;179;252;272;99;222;2360;2175;424;538;1176;2623;831;867;2329;229;867;1314;270;488;2;322;2207;25;2941;4169;1200;113;12;3;20111031
AT1;AT13;AT130;92300;92313;2060;4161;4158;3;2;854;1422;1775;108;19;1727;470;1701;244;19;62;173;2663;1244;19;96;504;1288;1068;1186;19;12;224;495;484;678;830;334;1085;19;9;47;268;895;783;1071;593;476;19;4078;44;4;16;246;325;574;1648;547;349;235;155;82;1942;2219;3627;169;168;61;14;122;1479;1908;384;390;550;2108;1022;481;1640;100;481;1411;236;293;9;178;1535;17;2422;3134;1008;16;2;1;20111031
AT1;AT13;AT130;92300;92314;2266;4788;4767;21;3;926;1388;2205;266;31;1353;967;2107;330;31;133;334;3286;1004;31;264;579;1460;1508;946;31;44;424;762;669;823;725;337;973;31;43;175;392;1066;1012;1082;525;462;31;4622;92;14;29;578;285;877;793;501;525;634;308;287;2256;2532;4032;219;194;117;31;195;1972;2056;306;454;674;2217;1151;746;2180;139;746;1105;244;374;13;227;2049;24;2475;3651;1122;10;3;2;20111031
AT1;AT13;AT130;92300;92315;1060;2175;2175;0;0;446;680;939;110;8;1053;287;673;154;8;75;108;1179;805;8;99;184;470;574;840;8;35;93;298;183;393;399;212;554;8;20;59;83;297;424;613;342;329;8;2120;42;1;4;197;148;192;657;346;192;159;138;146;1017;1158;1830;121;107;37;10;70;774;1035;189;177;199;1042;641;293;914;36;293;657;111;164;5;71;859;15;1225;1648;517;8;0;2;20111031
AT1;AT13;AT130;92300;92316;1029;2223;2216;7;3;428;684;875;233;137;668;341;929;148;137;40;138;1467;441;137;66;243;753;638;386;137;26;166;282;264;320;408;145;475;137;17;56;163;458;462;443;272;215;137;1987;75;4;20;302;116;337;434;411;105;226;113;179;985;1238;1790;107;153;51;26;96;800;975;243;205;389;1147;407;280;884;55;280;725;102;177;3;99;824;12;1285;1577;513;130;3;0;20111031
AT1;AT13;AT130;92300;92317;104;261;247;14;0;34;74;125;28;14;209;11;13;14;14;4;0;166;77;14;1;11;43;138;54;14;0;32;25;37;37;44;23;49;14;0;12;23;38;75;46;26;27;14;238;7;0;2;2;29;26;52;36;26;52;17;21;141;120;176;9;27;33;9;7;95;136;17;13;52;151;25;33;129;7;33;62;11;19;0;35;100;1;125;204;57;0;0;0;20111031
AT1;AT13;AT130;92300;92318;2438;5466;5449;17;9;749;1762;2823;123;17;519;371;4402;157;17;120;250;4446;633;17;207;473;2796;1695;278;17;23;532;972;938;859;1023;362;740;17;15;203;634;1496;1248;1157;457;239;17;5416;17;12;4;5;114;187;581;77;3209;1166;85;42;2635;2831;4573;105;243;207;160;178;2077;2520;233;636;1089;3258;450;669;2850;231;669;1064;279;373;1;457;2578;42;2388;4536;918;0;9;3;20111031
