Hauptwohnsitzbevoelkerung nach Wohnungen in den 250 Zaehlbezirken in Wien - Registerzaehlung 2011 | Population with main resisidence by housing in 250 sub-districts in Vienna - Census 2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;WHG_WSA_TOTAL;WHG_POP_TOTAL;HAR_1;HAR_2;WHG_NOC_0;WHG_NOC_1;WHG_NOC_2;WHG_NOC_3;WHG_NOC_4;WHG_RECHTSVERH_0;WHG_RECHTSVERH_1;WHG_RECHTSVERH_2;WHG_RECHTSVERH_3;WHG_RECHTSVERH_4;WHG_NOR_0;WHG_NOR_1;WHG_NOR_2;WHG_NOR_3;WHG_NOR_4;WHG_NTZFL_0;WHG_NTZFL_1;WHG_NTZFL_2;WHG_NTZFL_3;WHG_NTZFL_4;WHG_NTZFL_5;WHG_DRM_0;WHG_DRM_1;WHG_DRM_2;WHG_DRM_3;WHG_DRM_4;WHG_DRM_5;WHG_DRM_6;WHG_DRM_7;WHG_DRM_8;WHG_DFS_0;WHG_DFS_1;WHG_DFS_2;WHG_DFS_3;WHG_DFS_4;WHG_DFS_5;WHG_DFS_6;WHG_DFS_7;WHG_DFS_8;WHG_AUSST_0;WHG_AUSST_1;WHG_AUSST_2;WHG_AUSST_3;WHG_AUSST_4;OBJ_BAUP_1;OBJ_BAUP_2;OBJ_BAUP_3;OBJ_BAUP_4;OBJ_BAUP_5;OBJ_BAUP_6;OBJ_BAUP_7;OBJ_BAUP_8;OBJ_BAUP_9;DEM_GESCHL_1;DEM_GESCHL_2;DEM_GEBSTAAT_1;DEM_GEBSTAAT_2;DEM_GEBSTAAT_3;DEM_GEBSTAAT_4;DEM_GEBSTAAT_5;DEM_GEBSTAAT_6;DEM_FAMST_1;DEM_FAMST_2;DEM_FAMST_3;DEM_FAMST_4;EDU_HAB_NAT_1;EDU_HAB_NAT_2;EDU_HAB_NAT_3;EDU_HAB_NAT_0;ERW_STATUS_1;ERW_STATUS_2;ERW_STATUS_3;ERW_STATUS_4;ERW_STATUS_5;ERW_STATUS_6;AST_OENACE_1;AST_OENACE_2;AST_OENACE_3;AST_OENACE_4;AST_OENACE_5;HST_1;HST_2;HST_3;HST_4;HST_5;REFDAT
AT1;AT13;AT130;91100;91109;924;2416;2414;2;2;295;520;1211;388;115;645;163;1399;94;115;16;121;1615;549;115;49;276;911;664;401;115;16;361;470;334;380;353;87;300;115;26;90;373;637;464;376;208;127;115;2264;26;0;11;201;50;134;65;204;361;360;154;887;1169;1247;1963;73;191;115;18;56;1024;1035;175;182;529;1273;205;409;1310;68;409;408;82;139;179;148;1038;12;1039;1881;420;113;2;0;20111031
AT1;AT13;AT130;91100;91110;10715;25208;25165;43;34;3647;6670;12872;1985;530;674;1484;22097;423;530;370;1671;21585;1052;530;687;2971;13988;6728;304;530;236;4340;5539;3688;3273;3907;831;2864;530;116;1477;3949;8075;4314;4348;1554;845;530;24563;61;6;48;187;83;90;1417;7909;1872;9134;1025;3491;12056;13152;18928;448;1532;1850;1329;1121;11300;10054;1209;2645;6389;12429;1349;5041;11881;1321;5041;4275;903;1787;23;2072;10899;175;12039;20195;4487;487;34;5;20111031
AT1;AT13;AT130;91100;91111;1843;4682;4658;24;4;730;1144;1856;948;707;479;214;3094;188;707;223;606;2940;206;707;499;858;1691;759;168;707;156;731;869;471;496;634;144;474;707;132;428;595;1106;680;671;215;148;707;3723;133;35;84;960;195;381;168;1538;32;873;293;242;2486;2196;2778;83;511;326;152;832;2113;1857;261;451;1521;2090;272;799;1835;315;799;860;143;730;17;364;1713;38;2550;2995;1001;681;4;1;20111031
AT1;AT13;AT130;91100;91112;137;437;436;1;0;42;118;102;175;123;147;20;112;35;123;3;34;190;87;123;11;18;97;121;67;123;26;40;39;20;59;50;29;51;123;6;21;22;49;84;72;34;26;123;265;29;1;19;22;41;53;38;17;33;7;126;100;271;166;254;4;33;22;7;117;223;152;26;36;130;234;42;31;169;10;31;75;15;137;27;19;128;5;258;248;67;122;0;0;20111031
AT1;AT13;AT130;91100;91113;2263;4368;4368;0;0;974;1612;1625;157;9;683;488;3017;171;9;212;350;3494;303;9;363;562;2341;871;222;9;59;484;731;524;617;907;257;780;9;44;225;353;1165;938;946;443;245;9;4238;65;15;41;156;92;165;818;479;1465;594;187;412;2117;2251;3321;125;349;265;111;197;1663;1976;259;470;797;2654;428;489;2155;147;489;1096;161;320;4;370;1896;30;2068;3209;1150;9;0;0;20111031
AT1;AT13;AT130;91200;91201;1943;3995;3988;7;6;917;1076;1622;374;117;78;613;2818;369;117;258;587;2933;100;117;580;982;1725;529;62;117;181;760;873;330;439;594;91;610;117;139;510;642;918;653;575;288;153;117;3456;83;45;294;1676;186;414;1070;285;143;59;35;127;1992;2003;2280;131;326;575;219;464;1843;1560;236;356;1094;1842;488;571;1772;236;571;715;207;494;1;291;1673;32;1998;2582;1294;110;6;3;20111031
AT1;AT13;AT130;91200;91202;8485;17185;17125;60;58;4032;4662;7107;1326;374;242;2020;13730;819;374;1334;2996;11919;562;374;3906;4697;5603;2502;103;374;788;3328;3752;1401;2228;2596;343;2375;374;814;2383;2582;4293;2479;2933;906;421;374;14171;463;747;1430;4523;6080;1535;416;1096;829;1614;854;238;8280;8905;10254;415;1567;2566;1001;1382;7647;6323;1122;2093;5532;7527;1671;2455;7505;1222;2455;3259;757;1987;10;1273;7281;134;8487;11585;5221;314;58;7;20111031
AT1;AT13;AT130;91200;91203;2496;5045;5015;30;30;1275;1268;1963;509;155;22;5;4694;169;155;489;1201;3135;65;155;1357;1818;1601;108;6;155;215;1305;1161;280;575;812;50;492;155;218;1007;941;1167;689;695;155;18;155;4545;109;223;13;125;2380;2511;0;0;0;0;29;0;2452;2593;3226;71;251;560;450;487;2251;1681;383;730;1989;2003;144;909;1772;505;909;1131;120;608;4;311;1908;49;2773;3358;1531;125;30;1;20111031
AT1;AT13;AT130;91200;91204;4128;8266;8235;31;26;2002;2280;3310;648;234;225;1803;5300;704;234;753;1361;5593;325;234;1629;1899;3254;1105;145;234;394;1551;1742;603;1091;1217;166;1268;234;373;1006;1284;1758;1503;1240;627;241;234;6954;202;68;808;2699;322;1720;1054;615;960;462;246;188;4083;4183;4875;276;821;1153;460;681;3810;3136;480;840;2303;3758;1022;1183;3718;446;1183;1522;474;923;7;650;3446;44;4119;5390;2643;203;26;4;20111031
AT1;AT13;AT130;91200;91205;4222;8132;8120;12;11;2082;2288;3333;418;12;110;1358;6170;482;12;595;1142;6089;294;12;1324;1951;3517;1170;158;12;293;1442;1593;841;971;1305;229;1446;12;305;912;1103;2068;1329;1428;642;333;12;7002;208;116;794;3067;619;944;1616;423;1154;132;107;70;3884;4248;5232;261;604;1012;461;562;3537;3137;589;869;2292;3829;1010;1001;3663;453;1001;1789;385;841;6;572;3484;42;4028;5473;2645;0;11;3;20111031
AT1;AT13;AT130;91200;91206;4393;8532;8519;13;9;2154;2384;3501;484;88;232;1437;6208;567;88;700;1134;6147;463;88;1549;1544;3587;1466;298;88;316;1508;1711;776;1002;1279;302;1550;88;320;905;1132;1874;1433;1607;660;513;88;7041;244;91;1068;5291;353;284;618;891;296;345;84;370;4143;4389;5206;471;762;1211;295;587;3898;3277;519;838;2049;3784;1600;1099;4106;423;1099;1583;475;846;4;651;3803;62;4012;5628;2810;75;9;10;20111031
AT1;AT13;AT130;91200;91207;3323;6507;6486;21;20;1620;1926;2471;470;167;191;646;5242;261;167;286;875;4978;201;167;1024;2248;2267;694;107;167;130;1072;1297;559;952;994;162;1174;167;187;834;965;1640;872;1209;411;222;167;5935;102;240;63;263;2152;2544;759;298;174;156;12;149;2967;3540;4797;155;380;500;319;356;2662;2409;626;810;1711;3126;736;934;2535;373;934;1841;217;607;2;378;2482;40;3605;4391;1947;146;20;3;20111031
AT1;AT13;AT130;91200;91208;2233;4278;4273;5;4;1086;1298;1666;224;15;377;231;3415;240;15;399;675;3032;157;15;878;942;1961;433;49;15;166;796;914;363;564;705;98;657;15;106;525;712;1035;807;665;302;111;15;3504;125;83;551;1264;570;219;1006;220;131;716;78;74;2075;2203;2760;86;347;628;246;211;1831;1691;277;479;1217;2112;385;564;1984;247;564;920;157;406;2;389;1800;29;2058;2922;1341;10;4;1;20111031
AT1;AT13;AT130;91200;91209;3076;7961;7938;23;21;1093;1550;3780;1517;23;445;31;7309;153;23;356;789;6078;715;23;1015;447;4406;1751;319;23;194;2537;1874;845;549;1159;193;587;23;140;1138;1965;2185;1233;803;291;183;23;7801;26;104;7;0;82;1322;961;3567;1837;95;59;38;3873;4088;5327;83;296;693;661;901;3750;3036;411;764;2718;3013;301;1929;2755;662;1929;1411;343;861;6;470;2837;78;4570;6522;1417;0;21;1;20111031
AT1;AT13;AT130;91200;91210;4434;9449;9425;24;12;1912;2572;4278;675;334;697;937;7213;268;334;302;1105;6926;782;334;895;1736;4137;1998;349;334;236;1256;1847;1149;1441;1381;298;1507;334;325;631;1144;2557;1715;1623;759;361;334;8800;156;41;118;601;790;1130;1637;169;501;407;1928;2286;4491;4958;6775;223;517;805;516;613;4162;3621;714;952;2041;4677;1248;1483;4291;366;1483;2001;579;729;3;671;3916;53;4806;6566;2560;310;12;1;20111031
AT1;AT13;AT130;91200;91211;4542;9153;9137;16;9;2107;2708;3660;669;365;652;1812;5837;487;365;341;769;6838;840;365;611;1319;4132;2185;541;365;168;947;1483;1044;1251;1506;571;1818;365;116;515;959;2048;1797;1736;961;656;365;8412;173;50;153;1513;1748;1185;948;825;1315;1103;334;182;4143;5010;7438;320;489;420;137;349;3674;3647;861;971;1643;4708;1578;1224;4090;306;1224;2433;411;689;4;484;3846;50;4769;6297;2495;349;9;3;20111031
AT1;AT13;AT130;91300;91301;246;464;459;5;1;122;142;193;6;5;2;31;382;44;5;17;22;324;96;5;25;50;149;140;95;5;0;38;76;37;61;99;32;116;5;0;17;18;103;82;110;58;71;5;434;11;2;12;296;107;4;33;0;0;10;0;14;213;251;359;34;21;34;1;15;166;183;61;54;76;217;122;49;198;13;49;138;19;47;1;11;199;0;253;315;146;0;1;2;20111031
AT1;AT13;AT130;91300;91302;2943;6015;6004;11;2;1338;1642;2698;335;50;810;1622;2976;557;50;192;309;3517;1947;50;289;573;1396;1604;2103;50;85;532;837;501;944;975;462;1629;50;40;216;442;945;1084;1295;872;1071;50;5800;96;21;48;2599;622;733;852;505;330;140;141;93;2717;3298;4584;527;323;175;49;357;2509;2521;493;492;688;2370;2069;888;2666;117;888;1349;348;647;5;197;2549;32;3232;4346;1617;39;2;11;20111031
AT1;AT13;AT130;91300;91303;4573;8770;8762;8;8;2278;2682;3189;613;315;316;2059;5498;582;315;333;764;6555;803;315;667;1296;3559;2366;567;315;107;787;1356;933;1227;1651;471;1923;315;80;422;721;1881;1737;1926;963;725;315;8156;159;42;98;1676;469;2001;1288;951;1438;404;203;340;3968;4802;6720;530;541;381;82;516;4011;3235;644;880;1278;4143;2262;1087;4140;323;1087;2011;452;757;7;399;3997;54;4313;5798;2653;307;8;4;20111031
AT1;AT13;AT130;91300;91304;4831;9995;9979;16;8;2239;2772;4169;807;421;1666;2749;4451;708;421;301;705;6670;1898;421;574;1299;3148;2641;1912;421;119;874;1514;1222;1333;1573;664;2275;421;60;453;809;2023;1766;2206;1172;1085;421;9317;148;31;78;1949;891;2033;1485;1337;1303;521;221;255;4480;5515;8011;538;585;285;71;505;4136;4105;913;841;1302;4328;2946;1419;4181;235;1419;2709;546;905;11;343;4003;53;5585;6919;2655;405;8;8;20111031
AT1;AT13;AT130;91300;91305;2032;4226;4221;5;3;863;1266;1894;200;110;1331;897;1649;239;110;142;309;2578;1087;110;261;741;1102;1002;1010;110;67;297;655;447;649;719;307;975;110;37;200;363;847;732;971;495;471;110;4002;78;20;16;310;596;1152;803;562;246;197;187;173;1923;2303;3387;218;249;154;14;204;1723;1766;397;340;597;1836;1179;614;1743;116;614;1156;222;375;0;157;1681;20;2368;3103;1012;105;3;3;20111031
AT1;AT13;AT130;91300;91306;1295;2500;2490;10;1;619;756;1015;109;10;491;759;1059;181;10;65;234;1622;569;10;157;318;862;672;481;10;42;184;386;245;361;477;153;642;10;18;97;139;561;479;575;348;273;10;2424;50;0;16;377;252;180;364;498;297;290;159;83;1131;1369;1964;164;137;90;7;138;1047;1023;191;239;311;1109;753;327;1184;53;327;594;129;213;1;105;1115;14;1265;1769;730;0;1;0;20111031
AT1;AT13;AT130;91300;91307;1601;3148;3143;5;5;745;988;1202;208;42;520;246;2193;147;42;137;232;2262;475;42;196;607;1412;542;349;42;57;343;544;271;458;569;160;704;42;39;275;284;738;559;631;346;234;42;3014;74;11;7;327;249;972;1214;87;35;57;40;167;1400;1748;2439;113;191;187;61;157;1301;1204;309;334;653;1491;561;443;1223;120;443;928;147;287;6;143;1173;18;1808;2210;894;37;5;2;20111031
AT1;AT13;AT130;91300;91308;3252;6306;6289;17;8;1569;1966;2384;379;190;1011;1201;3577;327;190;234;565;4418;899;190;436;1027;2449;1356;848;190;69;579;974;645;902;1224;357;1366;190;51;281;515;1279;1290;1486;695;519;190;5944;59;36;77;841;483;1118;882;1435;445;599;216;287;2823;3483;5114;259;367;209;56;301;2453;2550;584;719;1009;3158;1375;764;2682;210;764;1884;249;517;1;266;2597;23;3419;4315;1805;173;8;5;20111031
AT1;AT13;AT130;91300;91309;2189;4797;4790;7;7;1030;1340;1645;775;622;155;149;3647;224;622;320;459;3065;331;622;645;1055;1798;529;148;622;60;521;923;394;558;805;210;704;622;101;366;614;1048;899;740;272;135;622;3957;121;87;10;47;2448;992;495;103;259;38;6;409;2158;2639;3940;103;252;194;67;241;1845;1670;639;643;1154;2674;478;491;1800;198;491;1703;183;422;3;174;1795;25;2800;2944;1231;615;7;0;20111031
AT1;AT13;AT130;91300;91310;32;80;76;4;0;9;20;51;0;4;1;0;13;62;4;0;3;56;17;4;0;6;29;28;13;4;0;0;10;19;13;22;4;8;4;0;0;7;22;25;14;3;5;4;74;2;0;0;56;0;23;0;0;0;0;1;0;48;32;66;2;1;7;4;0;39;33;0;8;17;47;8;8;58;1;8;1;7;5;0;9;50;0;21;65;15;0;0;0;20111031
AT1;AT13;AT130;91300;91311;1909;4325;4310;15;1;643;1270;2189;222;15;3287;224;500;299;15;76;60;2317;1857;15;71;190;732;1521;1796;15;57;194;468;532;856;644;437;1122;15;34;66;177;666;808;1222;678;659;15;4169;90;24;27;21;1251;485;622;628;439;419;282;178;2070;2255;3758;193;157;43;7;167;1581;2127;360;257;468;2006;1257;594;1767;76;594;1287;287;314;1;173;1648;20;2483;3540;779;0;1;5;20111031
AT1;AT13;AT130;91400;91401;3524;6618;6608;10;8;1706;2120;2581;203;10;223;1573;4429;383;10;423;755;4742;688;10;986;1213;3028;1161;220;10;107;951;1093;614;1042;1159;274;1368;10;112;588;754;1595;1313;1311;637;298;10;5684;161;72;691;2968;328;486;480;744;569;360;567;116;3209;3409;4622;255;447;770;171;353;2984;2623;366;645;1435;3204;1193;786;3196;274;786;1434;369;559;5;433;2982;40;3158;4493;2110;0;8;7;20111031
AT1;AT13;AT130;91400;91402;4209;8283;8266;17;13;2091;2214;3442;523;111;191;621;6999;361;111;895;1444;5445;388;111;2253;2054;2735;969;161;111;412;1735;1816;564;1043;1194;207;1201;111;411;1239;1254;1919;1347;1285;500;217;111;6121;348;253;1450;5111;1606;246;82;113;446;241;421;17;4092;4191;4629;287;790;1463;535;579;3850;3127;395;911;2632;3403;981;1267;3768;546;1267;1335;370;997;8;703;3532;60;3980;5540;2634;94;13;2;20111031
AT1;AT13;AT130;91400;91403;4476;8610;8603;7;5;2198;2514;3468;425;63;406;1649;5846;646;63;548;983;6123;893;63;1232;1428;3017;2120;750;63;252;1050;1689;801;1232;1380;413;1730;63;247;541;934;2025;1602;1642;820;736;63;7726;287;260;274;3354;2196;595;790;882;205;435;59;94;4021;4589;6235;481;563;682;167;482;4033;3106;554;917;1597;3822;1961;1230;3937;415;1230;1823;405;800;4;438;3840;61;4267;5838;2708;56;5;3;20111031
AT1;AT13;AT130;91400;91404;9787;18920;18889;31;29;4706;5738;7571;876;304;190;2453;15248;725;304;1561;2663;13838;554;304;3469;4334;8086;2571;156;304;663;2820;3978;1909;2380;3334;524;3008;304;679;1921;2315;5022;3190;3529;1287;673;304;16312;523;282;1499;5185;2307;2224;1819;1926;2821;1636;633;369;8933;9987;13114;458;1396;2226;663;1063;8140;7206;1311;2263;4849;9430;2200;2441;8790;1035;2441;4244;787;1623;16;1282;8354;141;9127;12861;5752;273;29;5;20111031
AT1;AT13;AT130;91400;91405;2067;4112;4104;8;5;891;1318;1764;134;8;985;96;2793;230;8;214;413;3025;452;8;621;650;1729;789;315;8;90;465;754;490;558;758;270;719;8;78;327;463;1055;863;745;313;260;8;3820;91;110;83;253;2393;148;204;241;222;178;151;322;1964;2148;3417;105;178;203;102;107;1589;1763;281;479;813;2182;558;559;1842;140;559;1086;203;282;3;217;1734;25;2133;3079;1024;0;5;4;20111031
AT1;AT13;AT130;91400;91406;5971;11837;11828;9;6;2875;3542;4498;916;531;327;2021;8444;514;531;771;1375;8530;630;531;1635;2402;4836;2105;328;531;352;1505;2111;1290;1566;2033;404;2045;531;321;906;1282;2846;2204;2246;962;539;531;10216;271;87;732;2687;517;995;1968;1562;2109;1417;129;453;5464;6373;8777;370;819;977;284;610;4822;4556;1076;1383;2631;6027;1738;1441;5284;516;1441;3131;507;958;8;694;5024;63;6048;7878;3425;522;6;6;20111031
AT1;AT13;AT130;91400;91407;1486;2927;2922;5;5;710;818;1215;179;5;3;4;2809;106;5;197;624;2000;101;5;440;1578;811;74;19;5;101;671;666;229;375;440;39;401;5;124;487;539;853;278;547;85;9;5;2712;160;41;9;0;0;2927;0;0;0;0;0;0;1366;1561;2177;43;118;335;116;138;1342;968;228;389;865;1423;129;510;1128;231;510;693;85;280;0;173;1150;30;1574;2062;860;0;5;0;20111031
AT1;AT13;AT130;91400;91408;1899;3849;3842;7;6;834;1184;1632;193;7;851;373;2443;175;7;146;240;2806;650;7;218;709;1507;923;485;7;92;378;646;437;620;619;248;802;7;92;254;357;940;697;837;407;258;7;3709;110;4;19;238;264;1136;980;507;260;110;173;181;1783;2066;3202;118;158;176;43;152;1525;1620;329;375;693;1938;662;556;1641;132;556;1088;160;272;7;162;1583;18;2079;2828;1015;0;6;0;20111031
AT1;AT13;AT130;91400;91409;11;279;278;1;1;6;2;18;252;258;6;0;11;4;258;0;2;14;5;258;0;5;10;6;0;258;0;0;7;3;0;5;0;6;258;0;0;7;3;3;2;4;2;258;21;0;0;0;9;0;3;0;0;0;170;0;97;170;109;234;9;13;15;1;7;156;22;49;52;154;122;3;0;25;83;0;93;2;76;0;10;88;10;171;15;6;257;1;0;20111031
AT1;AT13;AT130;91400;91410;3732;7235;7224;11;3;1727;2250;2995;260;57;912;1354;4505;407;57;399;691;5341;747;57;622;1091;2765;2155;545;57;172;690;1169;953;1004;1289;472;1429;57;102;350;648;1686;1466;1635;732;559;57;6838;182;64;94;1345;565;731;1333;1541;797;399;169;355;3403;3832;5903;284;324;304;86;334;3024;2933;529;749;1125;3608;1593;909;3284;214;909;1864;441;523;3;341;3115;36;3740;5148;2039;44;3;1;20111031
AT1;AT13;AT130;91400;91411;2803;6448;6440;8;1;909;1906;3194;438;121;4697;440;713;477;121;236;190;3704;2197;121;295;250;1316;2411;2055;121;178;477;750;743;1108;997;593;1481;121;130;217;316;1049;1122;1632;1032;829;121;5888;278;85;76;52;1486;975;860;819;679;741;359;477;3043;3405;5628;251;283;59;16;211;2314;3121;557;456;785;3268;1499;896;2735;123;896;1908;363;423;2;277;2557;20;3592;5199;1142;105;1;1;20111031
AT1;AT13;AT130;91400;91412;2561;5753;5727;26;3;952;1666;2681;451;168;1875;1299;2097;314;168;90;266;3719;1510;168;175;462;1503;2265;1180;168;102;398;836;676;1063;812;503;1195;168;65;185;309;1318;1111;1297;686;614;168;5327;157;33;68;1012;313;285;719;828;1206;822;287;281;2815;2938;4924;211;226;161;44;187;2342;2594;303;514;872;2847;1190;844;2634;175;844;1325;308;467;14;289;2473;33;2944;4466;1140;142;3;2;20111031
AT1;AT13;AT130;91500;91501;5530;10365;10343;22;19;2858;2914;4059;515;22;102;1094;8622;525;22;860;1935;6909;639;22;2312;2689;4218;991;133;22;382;1879;2262;741;1347;1784;239;1709;22;348;1367;1562;2499;1815;1728;733;291;22;9108;341;283;611;3541;2594;1474;638;913;194;390;621;0;5026;5339;6542;345;810;1406;571;691;4804;3720;683;1158;2900;4633;1446;1386;4711;645;1386;2118;492;1013;7;707;4556;69;5026;6689;3653;0;19;4;20111031
AT1;AT13;AT130;91500;91502;4699;9354;9343;11;9;2257;2598;3828;662;112;255;826;7533;628;112;983;1855;5976;428;112;2590;2269;2960;1187;236;112;616;2049;1909;659;1123;1336;171;1379;112;581;1530;1273;2002;1482;1515;521;338;112;6589;300;131;2222;7715;380;6;149;249;258;413;43;141;4825;4529;4825;367;931;1783;603;845;4570;3494;404;886;2763;3910;1382;1299;4596;608;1299;1257;492;1102;8;773;4327;68;4178;6044;3196;101;9;4;20111031
AT1;AT13;AT130;91500;91503;5370;11400;11380;20;16;2494;2796;4948;1146;308;236;993;9112;751;308;776;1832;7968;516;308;2039;2390;4859;1484;320;308;545;2558;2388;944;1226;1562;222;1647;308;486;1689;1911;2485;1689;1658;732;442;308;8616;369;118;1989;7457;617;264;340;979;592;494;281;376;5679;5721;5810;484;1152;2199;730;1025;5782;4100;501;1017;3417;4609;1633;1741;5193;702;1741;1545;718;1501;11;911;4868;73;5537;7496;3590;288;16;10;20111031
AT1;AT13;AT130;91500;91504;3672;7347;7332;15;10;1778;1912;3094;553;28;124;768;6009;418;28;647;1292;5088;292;28;1688;1649;2863;945;174;28;391;1603;1511;591;879;1082;173;1089;28;346;1093;1196;1636;1175;1125;484;264;28;5618;326;101;1274;4501;597;133;370;821;321;245;0;359;3767;3580;3849;242;694;1240;488;834;3500;2776;334;737;2328;3144;826;1049;3166;478;1049;1204;480;970;3;587;2980;56;3721;4760;2550;13;10;14;20111031
AT1;AT13;AT130;91500;91505;4973;10630;10610;20;18;2261;2846;4309;1196;418;190;1277;8082;663;418;683;1385;7655;489;418;1602;2210;4341;1848;211;418;365;2120;2178;884;1321;1486;312;1546;418;344;1294;1669;2444;1697;1653;743;368;418;8638;279;87;1208;4556;347;583;1364;2074;1210;134;142;220;5078;5552;6501;379;866;1473;583;828;4760;4072;789;1009;3087;4712;1325;1506;4491;661;1506;2272;560;1140;4;713;4359;55;5499;7136;3075;398;18;3;20111031
AT1;AT13;AT130;91500;91506;7046;13860;13839;21;19;3441;3692;5935;773;36;266;1463;11273;822;36;1659;2417;9233;515;36;3604;3544;5278;1152;246;36;868;2986;3022;1077;1600;2015;267;1989;36;863;2123;2287;3090;2171;2154;780;356;36;10082;610;182;2950;8795;743;1185;506;1147;677;515;140;152;6930;6930;7572;407;1333;2705;886;957;6395;5280;757;1428;4347;5811;1666;2036;6353;890;2036;2275;648;1658;14;1206;5898;96;6646;9179;4639;15;19;8;20111031
AT1;AT13;AT130;91500;91507;4324;8330;8312;18;16;2208;2492;2929;685;365;165;289;7185;326;365;556;1426;5742;241;365;1718;2484;2749;904;110;365;294;1290;1630;610;1187;1353;189;1412;365;307;878;1171;2022;1457;1396;514;220;365;6909;187;234;635;2231;2930;835;838;552;399;471;27;47;3887;4443;5696;213;555;1016;443;407;3424;2992;846;1068;2417;4124;783;1006;3448;502;1006;2259;347;768;5;559;3319;54;4393;5226;2740;347;16;1;20111031
AT1;AT13;AT130;91600;91601;6787;13398;13349;49;45;3381;3520;5480;972;128;328;2563;9372;1007;128;1266;2363;9162;479;128;2946;3255;5241;1579;249;128;892;2835;2651;952;1540;1923;307;2170;128;821;2010;1890;2896;1997;2199;919;538;128;10521;449;138;2162;7814;512;1205;1455;1252;712;297;66;85;6623;6775;7483;525;1062;2221;1081;1026;6431;4990;718;1259;4016;5501;2080;1801;6031;821;1801;2340;732;1673;9;884;5839;94;6572;8792;4479;76;45;6;20111031
AT1;AT13;AT130;91600;91602;3883;8074;8067;7;7;1818;2106;3377;766;67;241;697;6551;518;67;1159;1369;5035;444;67;2371;1898;2573;917;248;67;710;2005;1746;516;845;941;152;1092;67;714;1434;1308;1691;1140;1043;449;228;67;5266;381;123;2237;6335;195;200;249;208;358;260;147;122;4085;3989;3888;265;902;1648;700;671;3859;3054;359;802;2756;3090;1010;1218;3543;538;1218;1166;493;1116;9;690;3325;44;4006;5382;2618;60;7;7;20111031
AT1;AT13;AT130;91600;91603;6240;12161;12143;18;17;3044;3562;4682;856;26;81;725;10492;837;26;1017;2104;8675;339;26;2278;3960;4734;930;233;26;511;2441;2668;1048;1651;1887;235;1694;26;514;1730;1823;3128;2065;1906;722;247;26;10886;284;262;703;2322;2643;3730;1074;1009;297;862;107;117;5887;6274;8137;238;707;1540;862;677;5295;4542;882;1442;3668;5757;988;1748;5147;742;1748;2804;537;1183;6;729;5052;80;6294;8291;3841;8;17;4;20111031
AT1;AT13;AT130;91600;91604;4089;8026;8011;15;9;1972;2268;3346;431;15;142;1310;6130;429;15;670;1058;5951;332;15;1366;1678;3633;1161;173;15;270;1536;1784;653;1001;1263;226;1278;15;266;880;1153;2062;1366;1375;613;296;15;6962;168;62;819;3017;69;432;1041;882;1414;521;331;319;3844;4182;5296;242;583;1019;420;466;3638;3078;516;794;2085;3661;1082;1198;3770;376;1198;1546;369;767;6;615;3472;42;3891;5508;2507;0;9;2;20111031
AT1;AT13;AT130;91600;91605;7693;15265;15252;13;12;3759;4184;6263;1047;404;399;2178;11216;1068;404;1688;2111;10522;540;404;3393;3530;5810;1838;290;404;824;2750;3135;1337;1868;2316;309;2322;404;784;1890;2148;3525;2529;2493;975;517;404;11660;424;212;2565;7628;1234;840;792;1777;998;582;1143;271;7408;7857;9496;441;1314;2537;639;838;6916;5906;889;1554;4080;6931;2121;2133;7342;763;2133;2773;705;1549;13;1264;6719;88;7181;10113;4738;390;12;12;20111031
AT1;AT13;AT130;91600;91606;5137;10245;10228;17;16;2497;2762;4223;747;74;183;1216;8273;499;74;731;1787;7084;569;74;2129;1896;4083;1856;207;74;389;1904;2220;875;1240;1846;267;1430;74;339;1047;1750;2417;2065;1581;616;356;74;9057;161;234;719;2366;2955;313;1881;129;1628;443;287;243;4910;5335;7067;248;560;1173;627;570;4489;3837;722;1197;2918;4629;1147;1551;4351;586;1551;2276;445;1036;3;673;4177;70;5322;7085;3084;57;16;3;20111031
AT1;AT13;AT130;91600;91607;5155;9871;9856;15;11;2495;3054;3855;456;73;124;813;8570;291;73;735;1455;7230;378;73;1743;2266;4014;1671;104;73;299;1634;1966;967;1306;1786;304;1536;73;334;1055;1228;2537;1738;1838;650;418;73;8427;240;158;973;3298;776;1932;591;1448;431;419;291;685;4761;5110;6836;252;604;1150;511;518;4299;3799;642;1131;2594;4569;1314;1394;4534;463;1394;2136;415;929;5;652;4273;57;4884;6789;3012;58;11;1;20111031
AT1;AT13;AT130;91600;91608;1722;3430;3421;9;4;791;1162;1161;312;228;982;86;2015;119;228;231;335;2372;264;228;534;754;1269;446;199;228;94;362;457;356;501;671;121;640;228;69;250;333;795;612;731;277;135;228;3123;26;40;13;46;834;573;928;464;141;112;77;255;1511;1919;2959;76;134;124;69;68;1236;1395;434;365;741;1983;365;341;1435;117;341;1223;131;183;3;186;1343;16;1882;2292;915;219;4;0;20111031
